__label__nan	What is the per-capita income of Colombia , South America , ?
__label__nan	Jackson Pollock is of what nationality ?
__label__nan	What was the name of the lawyer who represented Randy Craft ?
__label__nan	Why did the Shea & Gould law firm leave Los Angeles ?
__label__nan	What prison is found in Ossining , New York ?
__label__nan	What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?
__label__nan	When was Nostradamus born ?
__label__nan	What prompted the co-pilot of the Enola Gay to enter only `` My God '' in his log ?
__label__nan	What is dry ice ?
__label__nan	How was the ACLU formed ?
__label__nan	What is the size of the largest akita ?
__label__nan	What 's the name of Tom Sawyer 's aunt with whom he lives ?
__label__nan	What is considered the costliest disaster the insurance industry has ever faced ?
__label__nan	What were Baffin , Frobisher and Franklin looking for ?
__label__nan	What basketball player is credited with 23 , 924 rebounds ?
__label__nan	What is the most widely cultivated plant ?
__label__nan	What is the name given to a group of geese ?
__label__nan	What African country was founded by freed American slaves in 1847 ?
__label__nan	What does `` extended definition '' mean and how would one write a paper on it ?
__label__nan	What king boycotted Prince Charles 's wedding ?
__label__nan	What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?
__label__nan	What country was Erich Honecker the leader of ?
__label__nan	What time of year has the most air travel ?
__label__nan	What is a Devo hat ?
__label__nan	What is the current unemployment rate in the U.S. ?
__label__nan	How many Beanie Baby sites are there ?
__label__nan	Where did Bill Gates go to college ?
__label__nan	How long does a human live ?
__label__nan	What 's the most abundant element in the sun ?
__label__nan	What World War II leader declared : `` The blow has been struck '' ?
__label__nan	What 's the highest hand in straight poker ?
__label__nan	In What city or state do the most gay men live in ?
__label__nan	What 1965 film had Jack Lemmon portraying a cartoonist ?
__label__nan	How many Stradivarius violins were ever made ?
__label__nan	What is artificial intelligence ?
__label__nan	Where is the world championship sled dog race held each February ?
__label__nan	What kind of animals were in the Paleozoic era ?
__label__nan	Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .
__label__nan	What is the greatest source of `` white '' magic in the Marvel Universe ?
__label__nan	What South Vietnamese president was assassinated by his generals in 1963 ?
__label__nan	What 's the largest island in the West Indies ?
__label__nan	What animal 's tail is called a brush ?
__label__nan	What are you hearing when you put a seashell to your ear ?
__label__nan	What wrestling star became `` The Incredible Hulk '' ?
__label__nan	What is the origin of the city `` Corpus Christi '' ?
__label__nan	What are the shortest and the longest songs ever produced ?
__label__nan	When did the neanderthal man live ?
__label__nan	What caused the Lynmouth floods ?
__label__nan	What country did King Gustav V reign over from 197 to 195 ?
__label__nan	In what film did Steven Spielberg 's dog star as the main character 's dog ?
__label__nan	How long was the TV mission of Star Trek 's Enterprise to be ?
__label__nan	When was the Big Thompson flood ?
__label__nan	What wheel did Blaise Pascal invent in a search for perpetual motion ?
__label__nan	Name the On Stage character whose face was never seen .
__label__nan	Why shouldn 't you remove a bee stinger with tweezers ?
__label__nan	How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?
__label__nan	Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?
__label__nan	What is the country of origin for the name Thomas ?
__label__nan	What crooner joined The Andrews Sisters for Pistol Packin Mama ?
__label__nan	What is the most important nation in the world , historically ?
__label__nan	What does EKG stand for ?
__label__nan	What musical instrument did Sherlock Holmes play ?
__label__nan	What do opposite faces of a die always add up to ?
__label__nan	What is a multiplexer ?
__label__nan	How many electoral votes does it take to win presidency ?
__label__nan	What South African producer had a 1988 profit of $836 million ?
__label__nan	What is a word whose letters can be rearranged to form a different word ?
__label__nan	How many votes in Congress dissented from the 1941 declaration of war with Japan ?
__label__nan	What is diabetes ?
